trade_date,open,high,low,close,vol,amount,outstanding_share,turnover
2026-02-05,16.87,16.95,16.62,16.68,17221500.0,288620722.0,1701794667.0,0.01011961098124654
2026-02-06,16.69,16.84,16.54,16.68,16863103.0,281753157.0,1701794667.0,0.009909011543517782
2026-02-09,16.78,17.08,16.78,16.94,20065944.0,339488933.0,1701794667.0,0.011791048819875048
2026-02-10,16.95,17.0,16.82,16.95,18366811.0,310722128.0,1701794667.0,0.010792612855214689
2026-02-11,17.0,17.02,16.76,16.79,14706700.0,248217898.0,1701794667.0,0.008641876887489389
2026-02-12,16.76,16.9,16.66,16.8,13290811.0,223538100.0,1701794667.0,0.0078098793336975475
2026-02-13,16.8,17.0,16.74,16.83,18183437.0,306886358.0,1701794667.0,0.010684859550097533
2026-02-24,16.99,17.67,16.95,17.47,40122728.0,694945529.0,1701794667.0,0.023576715086744363
2026-02-25,17.41,17.51,17.3,17.35,30317608.0,527267145.0,1701794667.0,0.01781507991997956
2026-02-26,17.38,17.43,17.18,17.38,22063238.0,381892763.0,1701794667.0,0.012964688647716863
2026-02-27,17.38,17.47,17.29,17.35,22935461.0,398109708.0,1701794667.0,0.013477219928319354
2026-03-02,18.0,18.37,17.88,18.29,84226340.0,1526013627.0,1701794667.0,0.04949265715380221
2026-03-03,18.3,18.31,17.3,17.31,48749084.0,856882936.0,1701794667.0,0.028645690896385915
2026-03-04,17.09,17.75,16.82,17.5,35823478.0,622478461.0,1701794667.0,0.021050411483044092
2026-03-05,17.45,17.58,17.08,17.23,31671620.0,545684287.0,1701794667.0,0.01861071762307973
2026-03-06,17.15,17.23,16.99,17.01,25211313.0,430084242.0,1701794667.0,0.014814544603341386
2026-03-09,16.94,17.05,16.48,16.53,27561934.0,457478478.0,1701794667.0,0.016195804661080185
2026-03-10,16.55,16.82,16.55,16.69,17007073.0,283839170.0,1701794667.0,0.009993610468870978
2026-03-11,16.7,16.71,16.33,16.37,27569410.0,453737087.0,1701794667.0,0.0162001976704984
2026-03-12,16.25,16.26,16.03,16.07,21471779.0,345548511.0,1701794667.0,0.012617138492889635
2026-03-13,16.05,16.08,15.8,15.9,17696409.0,282232274.0,1701794667.0,0.010398674612840351
2026-03-16,15.9,16.04,15.8,16.02,13778048.0,219173447.0,1701794667.0,0.008096187082480734
2026-03-17,16.04,16.1,15.8,15.82,13057400.0,207797395.0,1701794667.0,0.0076727235389791
2026-03-18,15.82,15.87,15.49,15.56,17387901.0,270718479.0,1701794667.0,0.010217390697699254
2026-03-19,15.46,15.49,15.02,15.05,18462366.0,280524164.0,1701794667.0,0.010848762402426779
2026-03-20,15.02,15.15,14.71,14.71,17174106.0,255848726.0,1701794667.0,0.010091761557976489
2026-03-23,14.41,14.45,13.62,13.66,32135446.0,449436763.0,1701794667.0,0.01888326871810558
2026-03-24,13.93,15.0,13.77,14.88,54320504.0,793045203.0,1701794667.0,0.031919540619879026
2026-03-25,14.51,16.02,14.23,15.6,84443868.0,1260544185.0,1701794667.0,0.0496204798601593
2026-03-26,15.13,15.32,14.66,14.68,52855900.0,790528306.0,1701794667.0,0.031058917403458994
